cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,GU,addr_clean,lat,lon,SEAT_CNT_NUM,ROOM_CNT,PKPL_NUM
39,1627,대구광역시 중구 남성로 102-1,일식,스시준,053-219-1916,11:30 ~ 21:00 (브레이크 타임 15:00 ~ 16:30),17석,없음,없음,가능한 외국어가 없습니다.,불가능,불가능,불가능,불가능,"스시준스시A 17,000원 <br />스시준스시B 17,000원 <br />연어세트 17,000원<br /><br />",스시준 은 연어초밥으로 유명한 초밥 전문점입니다.,"지하철 1호선, 2호선 반월당역 17번 출구에서 도보로 약 160m 거리.",버스 정류장은 약령시입구 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남성로 102-1,35.8683,128.58952,17,0,0
40,1626,대구광역시 중구 종로2가 90,한식,미조찜.탕,053-257-1353,10:00 ~ 21:00,60석(룸5),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"동태탕 9,000원<br />가오리찜 25,000원 ~ 35,000원<br />부추전 8,000원",미조찜.탕은 동태탕과 각종 찜 종류가 유명한 탕.찜 전문점입니다.,"지하철 1호선, 2호선 반월당역 15번 출구에서 도보로 약 184m 거리",버스 정류장은 약령시건너(동성로입구) 정류장이 가장 가깝습니다.,중구,대구광역시 중구 종로2가 90,35.86834,128.5919,60,5,0
41,1624,대구광역시 중구 남산동 2111-4,한식,세연전통콩국,053-257-9915,10:00 ~ 03:00,68석,없음(공영주차장유료),blog.naver.com/emailforyou,영어 중국어 ,불가,불가능,불가능,불가능,"콩국 5,000원<br />돈까스 8,000원<br />잔치국수 5,000원<br />검은콩국수 7,500원<br />옛날토스트 3,500원",20년 전통을 자랑하는 세연전통콩국 은 건강한 음식을 저렴하게 맛볼 수 있는 음식점입니다.,"지하철 1호선, 3호선 명덕역 1번 출구에서 도보로 약 126m 거리.",버스 정류장은 명덕초등학교앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남산동 2111-4,35.8616174,128.587267,68,0,0
42,1623,대구광역시 중구 남산동 939-1,한식,정담(정성을 담은),053-253-5263,11:00 ~ 21:00,64석(룸3),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"정담정식 15,000원<br />정담소불고기 정식 18,000원<br />돼지갈비찜 30,000원<br />",정담 은 정성을 담은 음식을 대접하고 싶은 오너 셰프의 마음이 담긴 우리 고유의 전통 방식으로 음식을 조리하는 한정식 전문점입니다.,"지하철 1호선, 2호선 반월당역 19번 출구에서 도보로 약 164m 거리.",버스 정류장은 현대백화점.동화백화점건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남산동 939-1,35.8616174,128.587267,64,3,0
43,1622,대구광역시 중구 종로2가 2-2,한식,미금수뿔,010-****-2854,16:00 ~ 02:00,50석,없음(인근유료주차장이용),없음,영어 일본어 중국어 ,가능,불가능,불가능,불가능,"미식가용 삼겹살 9,800원 <br />항정살 9,800원 <br />가브리살 9,800원 <br />삼겹살 9,500원<br />",미금수뿔 은 돼지고기 전문점으로 최상의 품질인 고기만 엄선하여 판매하고 있는 음식점입니다.,"지하철은 1호선, 2호선 반월당역 15번 출구에서 약 252m 거리.",버스 정류장은 만경관건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 종로2가 2-2,35.86834,128.5919,50,0,0
44,1621,대구광역시 중구 남성로 103-2 A동 1층,한식,거송갈비찜,053-424-3335,11:00~21:00 (브레이크타임 16:00~17:00),18석,없음(인근유료주차장이용),없음,영어 일본어 중국어 ,가능,불가능,불가능,가능,"돼지갈비찜 13,000원<br />소갈비찜 20,000원<br />마라돼지갈비찜 15,000원<br />",거송갈비찜은 엄선된 질 좋은 돼지고기 립을 대구 약전골목 전통한방 약재를 넣어 숙성시킨 후 비법 소스를 듬뿍 넣어 부드럽고 매콤하게 만든 갈비찜 전문점입니다.,"지하철 1호선, 2호선 반월당역 17번 출구에서 도보로 약 201m 거리.",버스 정류장은 약령시입구 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남성로 103-2,35.8683,128.58952,18,0,0
45,1620,대구광역시 중구 남산동 253-1,중식,유창반점,053-254-7297,11:00 ~ 19:30,67석,없음(인근유료주차장이용),없음,중국어 ,불가,불가능,불가능,불가능,"중화비빔밥 9,000원 <br />중화비빔면 9,000원 <br />짬뽕 8,500원 <br />탕수육 12,000원 ~ 28,000원<br />",유창반점 은 중구 남산동에 위치한 짬뽕과 중화비빔밥이 유명한 중국집입니다.,"지하철 1호선, 2호선 반월당역 19번 출구에서 도보로 약 364m 거리.",버스 정류장은 남산2동주민센터건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남산동 253-1,35.8616174,128.587267,67,0,0
46,1618,대구광역시 중구 봉산동 35-62,일식,도마29,053-216-1129,11:00 ~ 21:00 (브레이크타임 15:30 ~ 17:00),23석,없음(인근유료주차장이용),없음,영어 중국어 ,불가,불가능,불가능,불가능,"연어초밥 16,000원 <br />모듬초밥 12,000원 <br />흐트러진덮밥 12,000원 <br />연어샐러드 9,000원 <br />사케동 13,000웜<br />","도마29 는 동성로 [통신골목] 인근에 위치한 초밥 전문점으로 덮밥, 샐러드 등 다양한 일본 요리를 즐기실 수 있습니다.","지하철 1호선, 2호선 반월당역 10번 출구에서 도보로 약 119m 거리.",버스 정류장은 2호선반월당역1 정류장이 가장 가깝습니다.,중구,대구광역시 중구 봉산동 35-62,35.86322,128.59761,23,0,0
47,1617,대구광역시 중구 동산동 125,디저트/베이커리,빵장수단팥빵 서문본점,053-423-0088,09:00 ~ 22:00,없음,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"통단팥빵 2,500원<br />생크림단팥빵 3,500원<br />무설탕단팥빵 2,800원<br />","빵장수 단팥빵 서문본점은 대구에서 많은 사랑을 받는 프리미엄 빵집으로, 대구 중구 국채보상로 494에 위치해 있습니다. 15살때부터 빵을 시작한 박기태 명장이 어린시절 할머니께서 사주시던 단팥빵에 대한 그리움을 담아 만든 브랜드입니다. 그리운 그 맛을 재현하기 위해 매일 정성스럽게 빵을 만들고 있습니다.<br />",지하철 3호선 서문시장역 1번 출구에서 도보로 약 285m 거리.,버스 정류장은 섬유회관앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 동산동 125,35.86824,128.58471,0,0,0
48,1616,대구광역시 중구 계산동2가 17,한식,다금예전칼국수,053-255-1515,11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00),100석(룸1),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"영양칼국수 9,000원<br />찹쌀수제비 10,000원<br />명태찜(코다리) 26,000원<br />",오랜 전통을 자랑하는 다금예전칼국수 는  시내에서 먹거리 음식이 많지 않던 시절부터 지금까지 사람들의 쉼터 역할을 하고 있는 칼국수 전문점입니다.,지하철 3호선 서문시장역 1번 출구에서 도보로 약 445m 거리.,버스 정류장은 섬유회관건너2 정류장이 가장 가깝습니다.,중구,대구광역시 중구 계산동2가 17,35.86742,128.58967,100,1,0
49,1614,대구광역시 중구 동인동4가 467-1,한식,김해통닭,053-427-6940,11:30 ~ 23:00 (브레이크타임 15:00~16:00),40석,노상주차,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"닭불고기 19,000원 <br />닭똥집 8,000원 ~ 13,000원 <br />통닭(양념, 간장, 후라이드) 17,000원<br /><br />",44년 이상 전통을 자랑하는 김해통닭 은 닭불고기라는 특별한 메뉴를 판매하고 있는 닭 요리 전문점입니다.,지하철 1호선 신천역 3번 출구에서 도보로 약 1142m 거리.,버스 정류장은 동인초등학교건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 동인동4가 467-1,35.866991,128.6102782,40,0,1
50,1613,대구광역시 중구 남성로 48-1,세계요리,삐에뜨라,053-742-4819,11:30 ~ 21:00(브레이크타임 15:00~17:00),36석(룸1),없음(인근유료주차장이용),blog.naver.com/pietra2013,영어 ,가능,불가능,불가능,가능,"안심스테이크 55,000원<br />뇨끼 23,000원<br />라자냐 24,000원<br />",삐에뜨라 (Pietra) 는 이태리어로 단단한 돌을 의미를 담아 탄생하게 된 이탈리안 레스토랑입니다.,"지하철 1호선, 2호선 반월당역 18번 출구에서 도보로 약 392m 거리.",버스 정류장은 약령시입구 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남성로 48-1,35.8683,128.58952,36,1,0
51,1612,대구광역시 중구 계산동2가 171,전통차/커피전문점,라미아에밀리 ( La mia emily ),053-256-8282,11:00 ~ 21:30,132석,없음(유료주차장),없음,영어 중국어 ,가능,불가능,불가능,불가능,"함박스테이크 18,500원 <br />쉬림프루꼴라피자 20,000원 <br />마르게리따피자 18,500원 <br />아라비아따토마토파스타 15,500원  <br />명란오일파스타 15,500원 <br />가지덮밥 15,500원 <br />쉬림 피자 18,000원<br />",“라 미아 에밀리” 는 한국의 전통적인 미를 살린 한옥을 배경으로 한 뷰가 이쁜 카페입니다.,"지하철 1호선, 2호선 반월당역 18번 출구에서 도보로 약 206m",버스 정류장은 약령시입구 정류장이 가장 가깝습니다.,중구,대구광역시 중구 계산동2가 171,35.86742,128.58967,132,0,0
52,1611,대구광역시 중구 남성로 82,한식,더메밀,053-753-4321,11:30 ~ 20:00 (브레이크타임 15:00 ~ 17:00),44석,없음(공영주차장유료),없음,영어 ,가능,불가능,불가능,불가능,"메밀묵밥 10,000원 <br />메밀칼국수 10,000원 <br />메밀버섯전 12,000원 <br />훈제 오리 수육 35,000원<br />","매일 직접 만드는 메밀묵, 생면을 사용하는 메밀칼국수, 메밀국수, 해물칼국수, 메밀비빔국수, 국내산 고춧가루를 사용하는 배추김치, 미역초무침 등 좋은 재료를 사용합니다.<br />","지하철 1호선, 2호선 반월당역 18번 출구에서 도보로 약 467m 거리.",버스 정류장은 매일신문사앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남성로 82,35.8683,128.58952,44,0,0
53,1610,대구광역시 중구 삼덕동3가 217-5,세계요리,멘타와이,053-252-1305,11:00 ~ 21:00 (브레이크타임 15:00~17:00),36석,없음,없음,영어 ,가능,불가능,불가능,불가능,"소고기쌀국수 10,000원 <br />나시고랭 11,000원 <br />팟타이 11,000원 <br />분짜 14,000원<br />",멘타와이 는 깔끔하고 세련된 인테리어 그리고 청결한 오픈 주방이 한눈에 보이는 동남아 음식 전문점입니다.,지하철 2호선 경대병원역 4번 출구에서 도보로 약 756m,버스 정류장은 방천시장(김광석길)건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 삼덕동3가 217-5,35.8644339,128.6083594,36,0,0
54,1609,대구광역시 중구 대봉동 7-6,특별한 술집,대도양조장,053-352-2345,15:00 ~ 24:00,150석,20대,없음,영어 ,가능,불가능,불가능,불가능,"<br />감바스 21,000원 <br />슈바인학세 38,000원 <br />페퍼로니피자 19,000원<br /><br />","대도양조장은 대구의 대표 관광지 김광석길에 위치한 브루어리와 펍이 합쳐진 브루펍입니다.<br />대구 유일의 크래프트 브루어리로서 2020년도 국제맥주대회에서 수상한 경력이 있는 대표적인 라거 맥주인 대도 헬레스, 대도 필스너부터 세계적으로 사랑받고 있는 뉴잉글랜드 IPA스타일의 맥주 등 다양하게 양조하고 있습니다. 다양하면서도 좋은 퀄리티의 맥주 뿐만 아니라 맥주에 어울리는 안주들까지 함께 먹을 수 있는 맛집입니다. <br />",지하철 2호선 경대병원역 3번 출구에서 도보로 약 435m,버스 정류장은 방천시장(김광석길)앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 대봉동 7-6,35.8586783,128.603013,150,0,20
55,1607,대구광역시 중구 시장북로 79-2,한식,대림가든,053-522-1822,11:00 ~ 20:00 (토요일 11:00 ~ 15:00),54석(룸4),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"곤드레밥 촌된장 12,000원<br />장어탕(시세)<br />고등어구이 정식 13,000원",대림가든 은 전통 방식으로 만든 민물 장어탕과 다양한 한식을 즐길 수 있는 한식 전문점입니다.,지하철 3호선 서문시장역 2번 출구에서 도보로 약 319m,버스 정류장은 달성공원건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 시장북로 79-2,35.87229,128.58244,54,4,0
56,1606,대구광역시 중구 남산동 464,한식,토담집,053-255-3257,10:00 ~ 22:00,40석,유료주차장,없음,영어 ,가능,불가능,불가능,가능,"시래기 코다리찜 13,000원<br />제주갈치찌개 18,000원<br />시래기 사골들깨탕 10,000원<br />",토담집 은 다양한 한식을 집 밥처럼 즐길 수 있는 한식 전문점입니다.,"지하철 1호선, 2호선 반월당역 19번 출구에서 도보로 약 151m",버스 정류장은 현대백화점.동아쇼핑건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남산동 464,35.8616174,128.587267,40,0,1
57,1604,대구광역시 중구 동산동 108,한식,동해식당,053-253-6037,11:00 ~ 20:00,32석(룸1),유료주차장,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"동태탕 8,000원 <br />갈치찌개 9,000원 <br />비빔밥/된장찌개/청국장 각 7,000원 <br />코다리찜 30,000원 ~ 35,000원<br />","고향 어머니의 손맛으로 정갈하게 마련한 한식(비빔밥, 청국장, 동태탕, 코다리찜 등)을 맛볼 수 있는 음식점입니다.",지하철 3호선 서문시장역 1번 출구에서 도보로 약 294m,버스 정류장은 섬유회관앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 동산동 108,35.86824,128.58471,32,1,1
58,1603,대구광역시 중구 공평동 55-13,한식,팔공막창,053-426-4333,11:00 ~ 02:00,120석,주변유료주차장,없음,영어 일본어 중국어 ,가능,불가능,불가능,가능,"팔공막창 9,000원<br />생막창 9,000원<br />삼겹살 9,000원<br />불닭발 9,000원",팔공막창 은 특제 양념으로 숙성한 막창과 포장마차 같은 소박한 분위기에서 막창을 제대로 즐기실 수 있습니다.,지하철 1호선 중앙로역 2번 출구 도보로 약 465m,버스 정류장은 2.28기념중앙공원앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 공평동 55-13,35.87032,128.59819,120,0,1
59,1601,대구광역시 중구 삼덕동3가 383,중식,동네짬뽕,053-424-1588,11:00 ~ 21:00(브레이크타임 15:00 ~ 17:00),18석,없음,없음,가능한 외국어가 없습니다.,,불가능,불가능,불가능,"동네짬뽕 7,000원<br />동네짬뽕밥 7,000원<br />동네유니짜장 5,000원<br />동네찹쌀탕수육 11,000",동네짬뽕 은 고추기름과 캡사이신을 전혀 사용하지 않는 고기 육수 베이스의 짬뽕 전문점입니다.,지하철 2호선 경대병원역 4번 출구에서 도보로 약 657m,버스 정류장은 중구청건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 삼덕동3가 383,35.8644339,128.6083594,18,0,0
60,1600,대구광역시 중구 남산동 2627-3,한식,동동배,053-257-5567,16:30 ~ 02:00,54석,4대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"돼지막창(200g) 10,000원<br />삽겹살(150g) 10,000원<br />차돌박이(120g) 10,000원<br />",동동배 는 일명 대구 걸레막창 으로 유명한 막창 전문점으로 직접 손질과 양념을 만들어 판매하고 있는 막창구이 전문점입니다.,"지하철 2호선, 3호선 청라언덕역 4번 출구에서 도보로 약 544m",버스 정류장은 대명시장건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 남산동 2627-3,35.8616174,128.587267,54,0,4
